id,timestamp,latitude,longitude,pm25,no2,so2,o3,co
20522,2024-08-22 04:00,40.739264,-73.817694,4.2,22.0,,,0.267
751,2024-08-22 05:00,40.725413,-74.052293,3.0,,,,
2947,2024-08-22 05:00,40.64144,-74.208365,4.3,19.7,1.0,,0.3
5138,2024-08-22 05:00,40.85355,-73.96618,0.0,24.2,,,0.4
7346,2024-08-22 05:00,40.770908,-74.036218,3.4,,,,
9546,2024-08-22 05:00,40.816,-73.902,4.1,14.1,0.1,0.012,
11731,2024-08-22 05:00,40.81551,-73.88553,4.2,,,,
13939,2024-08-22 05:00,40.64182,-74.01871,5.7,,,,
16147,2024-08-22 05:00,40.69454,-73.92769,5.4,,,,
18347,2024-08-22 05:00,40.73614,-73.82153,4.9,22.4,0.0,0.003,0.289
20523,2024-08-22 05:00,40.739264,-73.817694,4.7,25.3,,,0.284
752,2024-08-22 06:00,40.725413,-74.052293,2.5,,,,
2948,2024-08-22 06:00,40.64144,-74.208365,3.2,18.5,1.0,,0.3
5139,2024-08-22 06:00,40.85355,-73.96618,3.3,15.2,,,0.3
7347,2024-08-22 06:00,40.770908,-74.036218,0.2,,,,
9547,2024-08-22 06:00,40.816,-73.902,4.4,13.8,0.2,0.012,
11732,2024-08-22 06:00,40.81551,-73.88553,4.5,,,,
13940,2024-08-22 06:00,40.64182,-74.01871,5.0,,,,
16148,2024-08-22 06:00,40.69454,-73.92769,5.9,,,,
18348,2024-08-22 06:00,40.73614,-73.82153,5.1,14.2,0.1,0.011,0.261
20524,2024-08-22 06:00,40.739264,-73.817694,4.7,17.8,,,0.289
753,2024-08-22 07:00,40.725413,-74.052293,7.6,,,,
2949,2024-08-22 07:00,40.64144,-74.208365,3.2,15.0,0.8,,0.3
5140,2024-08-22 07:00,40.85355,-73.96618,2.0,14.6,,,0.4
7348,2024-08-22 07:00,40.770908,-74.036218,3.9,,,,
9548,2024-08-22 07:00,40.816,-73.902,4.7,10.3,0.2,0.016,
11733,2024-08-22 07:00,40.81551,-73.88553,5.6,,,,
13941,2024-08-22 07:00,40.64182,-74.01871,5.4,,,,
16149,2024-08-22 07:00,40.69454,-73.92769,6.9,,,,
18349,2024-08-22 07:00,40.73614,-73.82153,5.1,8.6,0.1,0.017,0.225
20525,2024-08-22 07:00,40.739264,-73.817694,5.3,17.5,,,0.328
754,2024-08-22 08:00,40.725413,-74.052293,6.9,,,,
2950,2024-08-22 08:00,40.64144,-74.208365,3.0,10.4,0.8,,0.3
5141,2024-08-22 08:00,40.85355,-73.96618,4.5,12.7,,,0.4
7349,2024-08-22 08:00,40.770908,-74.036218,0.6,,,,
9549,2024-08-22 08:00,40.816,-73.902,4.9,,0.2,0.019,
11734,2024-08-22 08:00,40.81551,-73.88553,7.6,,,,
13942,2024-08-22 08:00,40.64182,-74.01871,5.9,,,,
16150,2024-08-22 08:00,40.69454,-73.92769,6.7,,,,
18350,2024-08-22 08:00,40.73614,-73.82153,5.7,8.5,0.2,0.018,0.245
20526,2024-08-22 08:00,40.739264,-73.817694,5.8,18.1,,,0.348
755,2024-08-22 09:00,40.725413,-74.052293,5.6,,,,
2951,2024-08-22 09:00,40.64144,-74.208365,8.1,8.8,0.7,,0.2
5142,2024-08-22 09:00,40.85355,-73.96618,6.4,12.5,,,0.4
7350,2024-08-22 09:00,40.770908,-74.036218,-1.2,,,,
9550,2024-08-22 09:00,40.816,-73.902,5.2,,0.1,0.022,
11735,2024-08-22 09:00,40.81551,-73.88553,6.0,,,,
13943,2024-08-22 09:00,40.64182,-74.01871,5.5,,,,
16151,2024-08-22 09:00,40.69454,-73.92769,6.1,,,,
18351,2024-08-22 09:00,40.73614,-73.82153,5.7,5.4,0.2,0.023,0.214
20527,2024-08-22 09:00,40.739264,-73.817694,5.7,12.3,,,0.285
756,2024-08-22 10:00,40.725413,-74.052293,8.1,,,,
2952,2024-08-22 10:00,40.64144,-74.208365,3.8,9.0,0.9,,0.2
5143,2024-08-22 10:00,40.85355,-73.96618,7.5,9.0,,,0.3
7351,2024-08-22 10:00,40.770908,-74.036218,3.9,,,,
9551,2024-08-22 10:00,40.816,-73.902,5.3,,0.2,0.029,
11736,2024-08-22 10:00,40.81551,-73.88553,5.7,,,,
13944,2024-08-22 10:00,40.64182,-74.01871,7.7,,,,
16152,2024-08-22 10:00,40.69454,-73.92769,5.9,,,,
18352,2024-08-22 10:00,40.73614,-73.82153,5.7,3.7,0.1,0.029,0.212
20528,2024-08-22 10:00,40.739264,-73.817694,5.8,11.7,,,0.274
757,2024-08-22 11:00,40.725413,-74.052293,6.0,,,,
2953,2024-08-22 11:00,40.64144,-74.208365,6.3,8.4,0.5,,0.2
5144,2024-08-22 11:00,40.85355,-73.96618,5.1,10.4,,,0.3
7352,2024-08-22 11:00,40.770908,-74.036218,2.7,,,,
9552,2024-08-22 11:00,40.816,-73.902,5.6,,0.1,0.032,
11737,2024-08-22 11:00,40.81551,-73.88553,6.2,,,,
13945,2024-08-22 11:00,40.64182,-74.01871,5.4,,,,
16153,2024-08-22 11:00,40.69454,-73.92769,6.2,,,,
18353,2024-08-22 11:00,40.73614,-73.82153,6.3,1.6,0.0,0.035,0.186
20529,2024-08-22 11:00,40.739264,-73.817694,6.3,,,,0.233
758,2024-08-22 12:00,40.725413,-74.052293,6.9,,,,
2954,2024-08-22 12:00,40.64144,-74.208365,1.7,8.7,0.6,,0.2
5145,2024-08-22 12:00,40.85355,-73.96618,8.3,12.4,,,0.3
7353,2024-08-22 12:00,40.770908,-74.036218,3.7,,,,
9553,2024-08-22 12:00,40.816,-73.902,5.9,,0.1,0.032,
11738,2024-08-22 12:00,40.81551,-73.88553,7.4,,,,
13946,2024-08-22 12:00,40.64182,-74.01871,5.8,,,,
16154,2024-08-22 12:00,40.69454,-73.92769,6.8,,,,
18354,2024-08-22 12:00,40.73614,-73.82153,6.8,2.4,0.0,0.033,0.186
20530,2024-08-22 12:00,40.739264,-73.817694,6.9,,,,0.253
759,2024-08-22 13:00,40.725413,-74.052293,0.6,,,,
2955,2024-08-22 13:00,40.64144,-74.208365,9.4,11.0,0.5,,0.2
5146,2024-08-22 13:00,40.85355,-73.96618,2.5,13.0,,,0.3
7354,2024-08-22 13:00,40.770908,-74.036218,2.5,,,,
9554,2024-08-22 13:00,40.816,-73.902,5.8,9.7,0.1,0.032,
11739,2024-08-22 13:00,40.81551,-73.88553,6.7,,,,
13947,2024-08-22 13:00,40.64182,-74.01871,6.2,,,,
16155,2024-08-22 13:00,40.69454,-73.92769,7.0,,,,
18355,2024-08-22 13:00,40.73614,-73.82153,7.1,2.9,0.1,0.033,0.188
20531,2024-08-22 13:00,40.739264,-73.817694,6.9,,,,0.268
760,2024-08-22 14:00,40.725413,-74.052293,1.3,,,,
2956,2024-08-22 14:00,40.64144,-74.208365,3.8,8.7,0.7,,0.2
5147,2024-08-22 14:00,40.85355,-73.96618,4.0,11.1,,,0.3
7355,2024-08-22 14:00,40.770908,-74.036218,-2.0,,,,
9555,2024-08-22 14:00,40.816,-73.902,5.6,9.4,0.1,0.031,
11740,2024-08-22 14:00,40.81551,-73.88553,7.2,,,,
13948,2024-08-22 14:00,40.64182,-74.01871,6.0,,,,
16156,2024-08-22 14:00,40.69454,-73.92769,7.2,,,,
18356,2024-08-22 14:00,40.73614,-73.82153,6.9,4.2,0.0,0.032,0.195
20532,2024-08-22 14:00,40.739264,-73.817694,6.5,,,,0.294
761,2024-08-22 15:00,40.725413,-74.052293,9.6,,,,
2957,2024-08-22 15:00,40.64144,-74.208365,3.5,7.8,0.5,,0.2
5148,2024-08-22 15:00,40.85355,-73.96618,3.9,13.0,,,0.4
7356,2024-08-22 15:00,40.770908,-74.036218,0.6,,,,
9556,2024-08-22 15:00,40.816,-73.902,6.0,9.5,0.1,0.03,
11741,2024-08-22 15:00,40.81551,-73.88553,6.3,,,,
13949,2024-08-22 15:00,40.64182,-74.01871,6.2,,,,
16157,2024-08-22 15:00,40.69454,-73.92769,7.0,,,,
18357,2024-08-22 15:00,40.73614,-73.82153,6.4,3.1,0.2,0.032,0.196
20533,2024-08-22 15:00,40.739264,-73.817694,6.3,,,,0.299
762,2024-08-22 16:00,40.725413,-74.052293,3.9,,,,
2958,2024-08-22 16:00,40.64144,-74.208365,4.2,8.3,0.6,,0.2
5149,2024-08-22 16:00,40.85355,-73.96618,3.2,12.8,,,0.4
7357,2024-08-22 16:00,40.770908,-74.036218,3.7,,,,
9557,2024-08-22 16:00,40.816,-73.902,6.0,9.6,0.1,0.03,
11742,2024-08-22 16:00,40.81551,-73.88553,6.3,,,,
13950,2024-08-22 16:00,40.64182,-74.01871,6.0,,,,
16158,2024-08-22 16:00,40.69454,-73.92769,6.9,,,,
18358,2024-08-22 16:00,40.73614,-73.82153,6.6,5.2,0.0,0.031,0.211
20534,2024-08-22 16:00,40.739264,-73.817694,6.5,,,,0.33
763,2024-08-22 17:00,40.725413,-74.052293,7.8,,,,
2959,2024-08-22 17:00,40.64144,-74.208365,2.7,11.4,0.5,,0.3
5150,2024-08-22 17:00,40.85355,-73.96618,5.9,14.4,,,0.4
7358,2024-08-22 17:00,40.770908,-74.036218,4.0,,,,
9558,2024-08-22 17:00,40.816,-73.902,6.1,9.3,0.1,0.029,
11743,2024-08-22 17:00,40.81551,-73.88553,6.4,,,,
13951,2024-08-22 17:00,40.64182,-74.01871,6.3,,,,
16159,2024-08-22 17:00,40.69454,-73.92769,7.2,,,,
18359,2024-08-22 17:00,40.73614,-73.82153,6.9,2.7,0.1,0.032,0.197
20535,2024-08-22 17:00,40.739264,-73.817694,7.8,,,,0.309
764,2024-08-22 18:00,40.725413,-74.052293,4.0,,,,
2960,2024-08-22 18:00,40.64144,-74.208365,4.0,11.8,0.6,,0.3
5151,2024-08-22 18:00,40.85355,-73.96618,5.2,17.4,,,0.4
7359,2024-08-22 18:00,40.770908,-74.036218,2.9,,,,
9559,2024-08-22 18:00,40.816,-73.902,6.3,9.4,0.1,0.025,
11744,2024-08-22 18:00,40.81551,-73.88553,6.9,,,,
13952,2024-08-22 18:00,40.64182,-74.01871,6.2,,,,
16160,2024-08-22 18:00,40.69454,-73.92769,7.7,,,,
18360,2024-08-22 18:00,40.73614,-73.82153,7.5,9.2,0.0,0.024,0.215
20536,2024-08-22 18:00,40.739264,-73.817694,7.3,,,,0.338
765,2024-08-22 19:00,40.725413,-74.052293,8.3,,,,
2961,2024-08-22 19:00,40.64144,-74.208365,5.3,14.0,0.7,,0.3
5152,2024-08-22 19:00,40.85355,-73.96618,4.2,19.9,,,0.4
7360,2024-08-22 19:00,40.770908,-74.036218,4.1,,,,
9560,2024-08-22 19:00,40.816,-73.902,6.9,10.1,0.1,0.021,
11745,2024-08-22 19:00,40.81551,-73.88553,7.4,,,,
13953,2024-08-22 19:00,40.64182,-74.01871,6.4,,,,
16161,2024-08-22 19:00,40.69454,-73.92769,9.1,,,,
18361,2024-08-22 19:00,40.73614,-73.82153,7.7,7.8,0.2,0.023,0.238
20537,2024-08-22 19:00,40.739264,-73.817694,7.5,16.6,,,0.349
766,2024-08-22 20:00,40.725413,-74.052293,8.5,,,,
2962,2024-08-22 20:00,40.64144,-74.208365,5.7,14.3,0.8,,0.3
5153,2024-08-22 20:00,40.85355,-73.96618,7.8,21.3,,,0.4
7361,2024-08-22 20:00,40.770908,-74.036218,7.0,,,,
9561,2024-08-22 20:00,40.816,-73.902,7.2,10.6,0.1,0.018,
11746,2024-08-22 20:00,40.81551,-73.88553,7.6,,,,
13954,2024-08-22 20:00,40.64182,-74.01871,7.5,,,,
16162,2024-08-22 20:00,40.69454,-73.92769,8.4,,,,
18362,2024-08-22 20:00,40.73614,-73.82153,8.0,8.8,0.1,0.021,0.258
20538,2024-08-22 20:00,40.739264,-73.817694,7.6,14.1,,,0.291
767,2024-08-22 21:00,40.725413,-74.052293,8.1,,,,
2963,2024-08-22 21:00,40.64144,-74.208365,4.6,13.8,0.7,,0.4
5154,2024-08-22 21:00,40.85355,-73.96618,6.7,22.5,,,0.5
7362,2024-08-22 21:00,40.770908,-74.036218,3.0,,,,
9562,2024-08-22 21:00,40.816,-73.902,7.6,11.6,0.2,0.015,
11747,2024-08-22 21:00,40.81551,-73.88553,7.7,,,,
13955,2024-08-22 21:00,40.64182,-74.01871,8.7,,,,
16163,2024-08-22 21:00,40.69454,-73.92769,9.5,,,,
18363,2024-08-22 21:00,40.73614,-73.82153,8.8,15.9,0.0,0.014,0.325
20539,2024-08-22 21:00,40.739264,-73.817694,8.4,22.9,,,0.401
768,2024-08-22 22:00,40.725413,-74.052293,5.8,,,,
2964,2024-08-22 22:00,40.64144,-74.208365,8.9,15.8,0.6,,0.4
5155,2024-08-22 22:00,40.85355,-73.96618,12.3,21.6,,,0.4
7363,2024-08-22 22:00,40.770908,-74.036218,5.0,,,,
9563,2024-08-22 22:00,40.816,-73.902,7.3,11.5,0.1,0.015,
11748,2024-08-22 22:00,40.81551,-73.88553,7.5,,,,
13956,2024-08-22 22:00,40.64182,-74.01871,7.6,,,,
16164,2024-08-22 22:00,40.69454,-73.92769,9.0,,,,
18364,2024-08-22 22:00,40.73614,-73.82153,7.7,8.4,0.1,0.02,0.238
20540,2024-08-22 22:00,40.739264,-73.817694,7.6,14.1,,,0.293
769,2024-08-22 23:00,40.725413,-74.052293,7.9,,,,
2965,2024-08-22 23:00,40.64144,-74.208365,8.5,15.8,0.7,,0.4
5156,2024-08-22 23:00,40.85355,-73.96618,8.4,19.2,,,0.4
7364,2024-08-22 23:00,40.770908,-74.036218,2.7,,,,
9564,2024-08-22 23:00,40.816,-73.902,7.2,11.8,0.2,0.014,
11749,2024-08-22 23:00,40.81551,-73.88553,7.5,,,,
13957,2024-08-22 23:00,40.64182,-74.01871,7.3,,,,
16165,2024-08-22 23:00,40.69454,-73.92769,8.9,,,,
18365,2024-08-22 23:00,40.73614,-73.82153,7.4,8.9,0.0,0.019,0.264
20541,2024-08-22 23:00,40.739264,-73.817694,7.3,14.5,,,0.312
770,2024-08-23 00:00,40.725413,-74.052293,8.6,,,,
2966,2024-08-23 00:00,40.64144,-74.208365,8.2,19.4,0.6,,0.4
5157,2024-08-23 00:00,40.85355,-73.96618,7.2,21.6,,,0.4
7365,2024-08-23 00:00,40.770908,-74.036218,5.3,,,,
9565,2024-08-23 00:00,40.816,-73.902,6.6,11.4,0.1,0.017,
11750,2024-08-23 00:00,40.81551,-73.88553,6.9,,,,
13958,2024-08-23 00:00,40.64182,-74.01871,7.1,,,,
16166,2024-08-23 00:00,40.69454,-73.92769,8.2,,,,
18366,2024-08-23 00:00,40.73614,-73.82153,7.4,17.3,0.0,,0.337
20542,2024-08-23 00:00,40.739264,-73.817694,6.9,17.9,,,0.346
771,2024-08-23 01:00,40.725413,-74.052293,6.5,,,,
2967,2024-08-23 01:00,40.64144,-74.208365,6.3,19.1,0.8,,0.4
5158,2024-08-23 01:00,40.85355,-73.96618,4.2,24.7,,,0.4
7366,2024-08-23 01:00,40.770908,-74.036218,1.6,,,,
9566,2024-08-23 01:00,40.816,-73.902,6.4,11.1,0.1,0.017,
11751,2024-08-23 01:00,40.81551,-73.88553,7.0,,,,
13959,2024-08-23 01:00,40.64182,-74.01871,6.9,,,,
16167,2024-08-23 01:00,40.69454,-73.92769,7.7,,,,
18367,2024-08-23 01:00,40.73614,-73.82153,7.4,13.9,0.1,,0.3
20543,2024-08-23 01:00,40.739264,-73.817694,7.0,20.9,,,0.355
772,2024-08-23 02:00,40.725413,-74.052293,2.5,,,,
2968,2024-08-23 02:00,40.64144,-74.208365,9.4,22.5,0.7,,0.3
5159,2024-08-23 02:00,40.85355,-73.96618,7.0,26.1,,,0.4
7367,2024-08-23 02:00,40.770908,-74.036218,2.7,,,,
9567,2024-08-23 02:00,40.816,-73.902,6.2,11.0,0.1,0.017,
11752,2024-08-23 02:00,40.81551,-73.88553,8.1,,,,
13960,2024-08-23 02:00,40.64182,-74.01871,7.5,,,,
16168,2024-08-23 02:00,40.69454,-73.92769,7.9,,,,
18368,2024-08-23 02:00,40.73614,-73.82153,7.1,13.6,0.0,0.014,0.271
20544,2024-08-23 02:00,40.739264,-73.817694,6.7,17.3,,,0.293
773,2024-08-23 03:00,40.725413,-74.052293,6.5,,,,
2969,2024-08-23 03:00,40.64144,-74.208365,6.8,23.4,0.8,,0.4
5160,2024-08-23 03:00,40.85355,-73.96618,8.5,29.4,,,0.4
7368,2024-08-23 03:00,40.770908,-74.036218,5.1,,,,
9568,2024-08-23 03:00,40.816,-73.902,6.3,11.8,0.1,0.015,
11753,2024-08-23 03:00,40.81551,-73.88553,6.5,,,,
13961,2024-08-23 03:00,40.64182,-74.01871,8.1,,,,
16169,2024-08-23 03:00,40.69454,-73.92769,8.8,,,,
18369,2024-08-23 03:00,40.73614,-73.82153,7.1,20.2,0.0,0.008,0.282
20545,2024-08-23 03:00,40.739264,-73.817694,6.7,26.8,,,0.326
774,2024-08-23 04:00,40.725413,-74.052293,5.4,,,,
2970,2024-08-23 04:00,40.64144,-74.208365,8.2,24.7,1.4,,
5161,2024-08-23 04:00,40.85355,-73.96618,8.9,27.4,,,0.4
7369,2024-08-23 04:00,40.770908,-74.036218,6.5,,,,
9569,2024-08-23 04:00,40.816,-73.902,6.2,12.4,0.1,0.013,
11754,2024-08-23 04:00,40.81551,-73.88553,6.8,,,,
13962,2024-08-23 04:00,40.64182,-74.01871,8.0,,,,
16170,2024-08-23 04:00,40.69454,-73.92769,7.7,,,,
18370,2024-08-23 04:00,40.73614,-73.82153,7.6,24.9,0.0,0.003,0.35
20546,2024-08-23 04:00,40.739264,-73.817694,7.1,27.2,,,0.551
775,2024-08-23 05:00,40.725413,-74.052293,6.8,,,,
2971,2024-08-23 05:00,40.64144,-74.208365,6.8,23.8,0.7,,0.5
5162,2024-08-23 05:00,40.85355,-73.96618,6.5,35.0,,,0.5
7370,2024-08-23 05:00,40.770908,-74.036218,5.3,,,,
9570,2024-08-23 05:00,40.816,-73.902,6.6,13.6,0.1,0.007,
11755,2024-08-23 05:00,40.81551,-73.88553,7.0,,,,
13963,2024-08-23 05:00,40.64182,-74.01871,8.4,,,,
16171,2024-08-23 05:00,40.69454,-73.92769,8.5,,,,
18371,2024-08-23 05:00,40.73614,-73.82153,8.5,25.2,0.1,0.003,0.4
20547,2024-08-23 05:00,40.739264,-73.817694,7.9,29.2,,,0.605
776,2024-08-23 06:00,40.725413,-74.052293,3.7,,,,
2972,2024-08-23 06:00,40.64144,-74.208365,4.9,23.3,1.0,,0.5
5163,2024-08-23 06:00,40.85355,-73.96618,5.7,30.4,,,0.5
7371,2024-08-23 06:00,40.770908,-74.036218,9.1,,,,
9571,2024-08-23 06:00,40.816,-73.902,7.1,16.0,0.2,0.008,
11756,2024-08-23 06:00,40.81551,-73.88553,8.5,,,,
13964,2024-08-23 06:00,40.64182,-74.01871,9.7,,,,
16172,2024-08-23 06:00,40.69454,-73.92769,9.5,,,,
18372,2024-08-23 06:00,40.73614,-73.82153,8.7,22.1,0.2,0.007,0.465
20548,2024-08-23 06:00,40.739264,-73.817694,8.3,28.1,,,0.511
777,2024-08-23 07:00,40.725413,-74.052293,12.0,,,,
2973,2024-08-23 07:00,40.64144,-74.208365,7.4,22.1,0.6,,0.5
5164,2024-08-23 07:00,40.85355,-73.96618,11.4,28.5,,,0.5
7372,2024-08-23 07:00,40.770908,-74.036218,6.5,,,,
9572,2024-08-23 07:00,40.816,-73.902,8.2,18.8,0.3,0.014,
11757,2024-08-23 07:00,40.81551,-73.88553,9.1,,,,
13965,2024-08-23 07:00,40.64182,-74.01871,10.8,,,,
16173,2024-08-23 07:00,40.69454,-73.92769,9.7,,,,
18373,2024-08-23 07:00,40.73614,-73.82153,9.9,24.8,0.4,0.011,0.454
20549,2024-08-23 07:00,40.739264,-73.817694,10.5,34.5,,,0.572
778,2024-08-23 08:00,40.725413,-74.052293,10.8,,,,
2974,2024-08-23 08:00,40.64144,-74.208365,10.0,18.1,0.8,,0.4
5165,2024-08-23 08:00,40.85355,-73.96618,7.1,26.6,,,0.5
7373,2024-08-23 08:00,40.770908,-74.036218,5.8,,,,
9573,2024-08-23 08:00,40.816,-73.902,7.4,12.2,0.3,0.028,
11758,2024-08-23 08:00,40.81551,-73.88553,9.8,,,,
13966,2024-08-23 08:00,40.64182,-74.01871,11.9,,,,
16174,2024-08-23 08:00,40.69454,-73.92769,9.9,,,,
18374,2024-08-23 08:00,40.73614,-73.82153,11.1,25.4,1.3,0.016,0.415
20550,2024-08-23 08:00,40.739264,-73.817694,11.4,30.2,,,0.462
779,2024-08-23 09:00,40.725413,-74.052293,10.5,,,,
2975,2024-08-23 09:00,40.64144,-74.208365,10.7,10.9,0.5,,0.3
5166,2024-08-23 09:00,40.85355,-73.96618,11.9,25.2,,,0.4
7374,2024-08-23 09:00,40.770908,-74.036218,4.5,,,,
9574,2024-08-23 09:00,40.816,-73.902,6.9,10.0,,0.029,
11759,2024-08-23 09:00,40.81551,-73.88553,8.2,,,,
13967,2024-08-23 09:00,40.64182,-74.01871,9.3,,,,
16175,2024-08-23 09:00,40.69454,-73.92769,8.2,,,,
18375,2024-08-23 09:00,40.73614,-73.82153,9.9,12.3,1.4,0.028,0.283
20551,2024-08-23 09:00,40.739264,-73.817694,8.9,19.4,,,0.33
780,2024-08-23 10:00,40.725413,-74.052293,7.3,,,,
2976,2024-08-23 10:00,40.64144,-74.208365,7.1,9.1,0.4,,0.2
5167,2024-08-23 10:00,40.85355,-73.96618,8.4,15.5,,,0.4
7375,2024-08-23 10:00,40.770908,-74.036218,8.0,,,,
9575,2024-08-23 10:00,40.816,-73.902,7.6,7.6,,0.038,
11760,2024-08-23 10:00,40.81551,-73.88553,8.0,,,,
13968,2024-08-23 10:00,40.64182,-74.01871,9.3,,,,
16176,2024-08-23 10:00,40.69454,-73.92769,8.8,,,,
18376,2024-08-23 10:00,40.73614,-73.82153,8.1,3.4,0.1,0.04,0.218
20552,2024-08-23 10:00,40.739264,-73.817694,8.2,10.8,,,0.256
781,2024-08-23 11:00,40.725413,-74.052293,8.0,,,,
2977,2024-08-23 11:00,40.64144,-74.208365,9.5,9.7,0.5,,0.3
5168,2024-08-23 11:00,40.85355,-73.96618,8.0,9.6,,,0.3
7376,2024-08-23 11:00,40.770908,-74.036218,5.8,,,,
9576,2024-08-23 11:00,40.816,-73.902,8.0,4.5,0.2,0.047,
11761,2024-08-23 11:00,40.81551,-73.88553,8.1,,,,
13969,2024-08-23 11:00,40.64182,-74.01871,9.0,,,,
16177,2024-08-23 11:00,40.69454,-73.92769,9.3,,,,
18377,2024-08-23 11:00,40.73614,-73.82153,9.8,2.5,0.1,0.048,0.212
20553,2024-08-23 11:00,40.739264,-73.817694,9.0,8.5,,,0.251
782,2024-08-23 12:00,40.725413,-74.052293,7.1,,,,
2978,2024-08-23 12:00,40.64144,-74.208365,4.0,12.8,0.3,,0.3
5169,2024-08-23 12:00,40.85355,-73.96618,7.2,14.2,,,0.3
7377,2024-08-23 12:00,40.770908,-74.036218,3.2,,,,
9577,2024-08-23 12:00,40.816,-73.902,8.2,4.4,0.2,0.05,
11762,2024-08-23 12:00,40.81551,-73.88553,10.5,,,,
13970,2024-08-23 12:00,40.64182,-74.01871,8.9,,,,
16178,2024-08-23 12:00,40.69454,-73.92769,9.7,,,,
18378,2024-08-23 12:00,40.73614,-73.82153,9.4,2.3,0.1,0.053,0.217
20554,2024-08-23 12:00,40.739264,-73.817694,9.2,10.6,,,0.288
783,2024-08-23 13:00,40.725413,-74.052293,6.3,,,,
2979,2024-08-23 13:00,40.64144,-74.208365,8.2,9.9,0.4,,0.3
5170,2024-08-23 13:00,40.85355,-73.96618,6.0,12.1,,,0.3
7378,2024-08-23 13:00,40.770908,-74.036218,4.9,,,,
9578,2024-08-23 13:00,40.816,-73.902,8.5,4.4,0.2,0.052,
11763,2024-08-23 13:00,40.81551,-73.88553,9.0,,,,
13971,2024-08-23 13:00,40.64182,-74.01871,8.9,,,,
16179,2024-08-23 13:00,40.69454,-73.92769,9.5,,,,
18379,2024-08-23 13:00,40.73614,-73.82153,9.6,2.1,0.0,0.055,0.211
20555,2024-08-23 13:00,40.739264,-73.817694,9.2,7.9,,,0.263
784,2024-08-23 14:00,40.725413,-74.052293,9.6,,,,
2980,2024-08-23 14:00,40.64144,-74.208365,6.5,8.9,0.4,,0.3
5171,2024-08-23 14:00,40.85355,-73.96618,6.5,16.0,,,0.3
7379,2024-08-23 14:00,40.770908,-74.036218,2.5,,,,
9579,2024-08-23 14:00,40.816,-73.902,8.3,4.7,0.2,0.055,
11764,2024-08-23 14:00,40.81551,-73.88553,8.7,,,,
13972,2024-08-23 14:00,40.64182,-74.01871,9.3,,,,
16180,2024-08-23 14:00,40.69454,-73.92769,10.3,,,,
18380,2024-08-23 14:00,40.73614,-73.82153,9.6,1.9,0.0,0.058,0.219
20556,2024-08-23 14:00,40.739264,-73.817694,9.4,7.2,,,0.245
785,2024-08-23 15:00,40.725413,-74.052293,8.3,,,,
2981,2024-08-23 15:00,40.64144,-74.208365,7.7,8.1,0.5,,0.3
5172,2024-08-23 15:00,40.85355,-73.96618,8.2,10.5,,,0.4
7380,2024-08-23 15:00,40.770908,-74.036218,5.9,,,,
9580,2024-08-23 15:00,40.816,-73.902,8.0,4.5,0.2,0.055,
11765,2024-08-23 15:00,40.81551,-73.88553,8.1,,,,
13973,2024-08-23 15:00,40.64182,-74.01871,9.2,,,,
16181,2024-08-23 15:00,40.69454,-73.92769,10.4,,,,
18381,2024-08-23 15:00,40.73614,-73.82153,9.8,2.5,0.0,0.059,0.222
20557,2024-08-23 15:00,40.739264,-73.817694,9.4,11.4,,,0.299
786,2024-08-23 16:00,40.725413,-74.052293,6.0,,,,
2982,2024-08-23 16:00,40.64144,-74.208365,3.0,7.3,0.6,,0.3
5173,2024-08-23 16:00,40.85355,-73.96618,7.2,7.7,,,0.3
7381,2024-08-23 16:00,40.770908,-74.036218,9.8,,,,
9581,2024-08-23 16:00,40.816,-73.902,8.2,5.7,0.2,0.052,
11766,2024-08-23 16:00,40.81551,-73.88553,8.0,,,,
13974,2024-08-23 16:00,40.64182,-74.01871,7.8,,,,
16182,2024-08-23 16:00,40.69454,-73.92769,9.5,,,,
18382,2024-08-23 16:00,40.73614,-73.82153,9.0,3.9,0.1,0.054,0.251
20558,2024-08-23 16:00,40.739264,-73.817694,8.1,5.8,,,0.242
787,2024-08-23 17:00,40.725413,-74.052293,11.1,,,,
2983,2024-08-23 17:00,40.64144,-74.208365,6.9,7.3,0.4,,0.2
5174,2024-08-23 17:00,40.85355,-73.96618,4.3,12.8,,,0.4
7382,2024-08-23 17:00,40.770908,-74.036218,7.1,,,,
9582,2024-08-23 17:00,40.816,-73.902,8.1,7.3,0.1,0.051,
11767,2024-08-23 17:00,40.81551,-73.88553,8.2,,,,
13975,2024-08-23 17:00,40.64182,-74.01871,7.3,,,,
16183,2024-08-23 17:00,40.69454,-73.92769,8.6,,,,
18383,2024-08-23 17:00,40.73614,-73.82153,8.5,3.2,0.2,0.052,0.255
20559,2024-08-23 17:00,40.739264,-73.817694,7.4,6.3,,,0.249
788,2024-08-23 18:00,40.725413,-74.052293,5.5,,,,
2984,2024-08-23 18:00,40.64144,-74.208365,8.0,13.3,0.2,,0.3
5175,2024-08-23 18:00,40.85355,-73.96618,6.2,15.9,,,0.4
7383,2024-08-23 18:00,40.770908,-74.036218,10.8,,,,
9583,2024-08-23 18:00,40.816,-73.902,9.1,18.7,0.3,0.041,
11768,2024-08-23 18:00,40.81551,-73.88553,9.0,,,,
13976,2024-08-23 18:00,40.64182,-74.01871,7.6,,,,
16184,2024-08-23 18:00,40.69454,-73.92769,8.6,,,,
18384,2024-08-23 18:00,40.73614,-73.82153,7.9,4.6,0.2,0.046,0.239
